GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,FINALS_GAME_ID
Shot Chart Detail,42100404,405,1628401,Derrick White,1610612738,Boston Celtics,3,5,34,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-237,77,1,1,20220610,BOS,GSW,2021-22,42100404
Shot Chart Detail,42100404,413,1628401,Derrick White,1610612738,Boston Celtics,3,4,29,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,42,85,1,0,20220610,BOS,GSW,2021-22,42100404
Shot Chart Detail,42100404,429,1628401,Derrick White,1610612738,Boston Celtics,3,3,12,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,114,277,1,0,20220610,BOS,GSW,2021-22,42100404
Shot Chart Detail,42100404,465,1628401,Derrick White,1610612738,Boston Celtics,3,1,35,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,77,68,1,0,20220610,BOS,GSW,2021-22,42100404
Shot Chart Detail,42100404,491,1628401,Derrick White,1610612738,Boston Celtics,3,0,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,36,1,0,20220610,BOS,GSW,2021-22,42100404
Shot Chart Detail,42100404,515,1628401,Derrick White,1610612738,Boston Celtics,4,11,16,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,55,1,1,20220610,BOS,GSW,2021-22,42100404
Shot Chart Detail,42100404,648,1628401,Derrick White,1610612738,Boston Celtics,4,0,39,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,22,1,0,20220610,BOS,GSW,2021-22,42100404
Shot Chart Detail,42100405,102,1628401,Derrick White,1610612738,Boston Celtics,1,2,39,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,49,68,1,0,20220613,GSW,BOS,2021-22,42100405
Shot Chart Detail,42100405,196,1628401,Derrick White,1610612738,Boston Celtics,2,9,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,18,256,1,0,20220613,GSW,BOS,2021-22,42100405
Shot Chart Detail,42100405,484,1628401,Derrick White,1610612738,Boston Celtics,4,11,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,168,219,1,0,20220613,GSW,BOS,2021-22,42100405
Shot Chart Detail,42100405,488,1628401,Derrick White,1610612738,Boston Celtics,4,10,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-196,153,1,0,20220613,GSW,BOS,2021-22,42100405
Shot Chart Detail,42100406,72,1628401,Derrick White,1610612738,Boston Celtics,1,5,57,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,4,1,1,20220616,BOS,GSW,2021-22,42100406
Shot Chart Detail,42100406,109,1628401,Derrick White,1610612738,Boston Celtics,1,3,11,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-21,37,1,0,20220616,BOS,GSW,2021-22,42100406
Shot Chart Detail,42100406,139,1628401,Derrick White,1610612738,Boston Celtics,1,1,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-121,235,1,0,20220616,BOS,GSW,2021-22,42100406
