GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,FINALS_GAME_ID
Shot Chart Detail,41700404,598,201142,Kevin Durant,1610612744,Golden State Warriors,4,4,46,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,12,1,0,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41700404,619,201142,Kevin Durant,1610612744,Golden State Warriors,4,3,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,13,1,1,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41800405,20,201142,Kevin Durant,1610612744,Golden State Warriors,1,10,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,110,231,1,1,20190610,TOR,GSW,2018-19,41800405
Shot Chart Detail,41800405,29,201142,Kevin Durant,1610612744,Golden State Warriors,1,9,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,217,134,1,1,20190610,TOR,GSW,2018-19,41800405
Shot Chart Detail,41800405,142,201142,Kevin Durant,1610612744,Golden State Warriors,1,1,43,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,14,183,1,0,20190610,TOR,GSW,2018-19,41800405
Shot Chart Detail,41800405,154,201142,Kevin Durant,1610612744,Golden State Warriors,1,0,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,7,251,1,1,20190610,TOR,GSW,2018-19,41800405
Shot Chart Detail,41800405,180,201142,Kevin Durant,1610612744,Golden State Warriors,2,11,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-68,189,1,0,20190610,TOR,GSW,2018-19,41800405
Shot Chart Detail,41600401,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-55,262,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,49,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,9,257,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,83,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,17,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,138,101,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,104,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,26,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,120,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,5,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-130,277,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,126,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,10,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-19,33,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,130,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,6,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,-11,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,139,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,16,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,141,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,23,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,28,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,205,11,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,265,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,48,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,26,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,273,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,297,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,27,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-181,188,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,333,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,12,174,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,224,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,348,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,215,154,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,360,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,177,188,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,17,259,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,377,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,413,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,54,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-25,282,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,440,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,62,130,609,1,0,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600401,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,23,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,120,77,1,1,20170601,GSW,CLE,2016-17,41600401
Shot Chart Detail,41600402,56,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,38,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,56,1,1,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,64,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,53,267,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,19,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,86,85,1,1,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,81,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,61,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,99,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,86,31,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,154,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,64,164,619,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,216,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-212,141,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,235,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,63,264,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,307,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-53,247,1,1,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,319,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,327,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,156,237,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,347,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,96,277,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,421,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-161,239,1,1,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,433,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Missed Shot,Driving Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,132,47,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,492,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,21,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-81,247,1,1,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,494,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,133,120,1,0,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600402,524,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,26,1,1,20170604,GSW,CLE,2016-17,41600402
Shot Chart Detail,41600403,16,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,35,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-42,70,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-143,203,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,112,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,36,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-161,208,1,1,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,116,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,11,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,25,-237,80,1,1,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,123,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-99,242,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,125,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,25,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,-11,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,217,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,225,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,205,124,1,1,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,292,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-107,232,1,1,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,2,1,1,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,349,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,26,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,120,120,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,361,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,183,1,1,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,41,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,243,-19,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,431,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,9,149,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,489,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,7,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,496,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-196,190,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,523,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,9,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-37,61,1,0,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,525,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,7,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-45,57,1,1,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600403,556,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,19,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,1,1,20170607,CLE,GSW,2016-17,41600403
Shot Chart Detail,41600404,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,218,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,144,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,124,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,156,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,5,Missed Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,31,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,196,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,23,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,205,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,223,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,59,151,575,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,292,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,39,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,7,1,1,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,308,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,23,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,84,47,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,375,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,43,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-86,110,1,1,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,473,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,16,1,1,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,503,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-106,232,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,507,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,163,210,1,1,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,557,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,58,Missed Shot,Jump Shot,3PT Field Goal,,,,,,,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600404,632,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,112,282,1,0,20170609,CLE,GSW,2016-17,41600404
Shot Chart Detail,41600405,20,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-212,46,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,60,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-153,115,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,14,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,19,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-53,254,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,102,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,31,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,6,72,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,118,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,12,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,77,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,27,264,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,245,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,40,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-52,106,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,300,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-155,228,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,305,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,65,192,624,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,193,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,354,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,11,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,486,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,29,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,492,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,109,252,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,500,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,503,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,13,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,527,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,1,283,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,534,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-166,205,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,536,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,7,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41700401,19,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,109,262,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,22,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-91,22,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,42,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-13,301,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,76,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,49,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,16,44,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,102,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,17,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,98,76,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,160,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,4,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-168,209,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,174,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-96,179,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,209,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,28,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,25,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,28,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-14,68,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,237,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,136,1,0,20180531,GSW,CLE,2017-18,41700401
